task,id,route,ProbeMax,threshold,outer_online_probe_ms,selector_ms,saved_native_probe_inner_ms,probe_ids_sha256,argmax_probe_label,probe_argmax_used_as_R_answer,cache_reused
obqa,9-782,C,7.62939453125e-06,1.3113021850585938e-06,57.68305202946067,0.0007220078259706497,56.87131895683706,336fc2777d1ad2ca9e7fa8f92c2c3f134009587a23fc74aac49ff934ce55fc57,A,False,False
obqa,14-290,R,2.384185791015625e-07,1.3113021850585938e-06,26.261796010658145,0.0004009343683719635,26.15306293591857,14bae40cee70e144cb58af70b3691d0fbadb66f37da33bc3dd115651cdd103a1,A,False,False
obqa,13-823,C,0.029356718063354492,1.3113021850585938e-06,26.015133131295443,0.00035087577998638153,25.901481043547392,d68675312044e7ea0ab2a0745e520c6b2d500c93cc7abe34bbedd226093ca7dd,A,False,False
obqa,12-745,C,0.3775407075881958,1.3113021850585938e-06,26.43850794993341,0.0003611203283071518,26.323291938751936,237867ad71f87d8638ee2efc5a187e3f876b38a03ce7d462eac08e07cf685492,A,False,False
obqa,14-245,C,0.0019267797470092773,1.3113021850585938e-06,26.092639192938805,0.0003809109330177307,25.981280021369457,d922b51e033348cb8f3c64f778f08d49957c5b11c814a4bf3c125a0b804d8a4e,D,False,False
obqa,12-721,C,0.00043088197708129883,1.3113021850585938e-06,26.0545969940722,0.0003909226506948471,25.94850887544453,904a803ce2fd71ea4712092ed07333e581632ba44fde613704ae5eaebf3df9ca,A,False,False
obqa,11-642,C,0.16483378410339355,1.3113021850585938e-06,26.274689938873053,0.0003611203283071518,26.160755893215537,70778a62cd79ed0fa6d404ece22366253637f9af83ec942cde54a1b89f8af9eb,A,False,False
obqa,12-577,C,0.32094210386276245,1.3113021850585938e-06,26.2862928211689,0.0003811437636613846,26.17363096214831,94f171054877648550c5bd6523ff0fbbe66c5a04b0b346da3c21c1aa1e496986,D,False,False
obqa,14-1215,R,0.0,1.3113021850585938e-06,26.142864022403955,0.00035995617508888245,26.03363897651434,f50af63f7ab90297f517538bad4ea33742389514dbbfe536339d087009af1e08,A,False,False
obqa,12-488,R,0.0,1.3113021850585938e-06,26.25385206192732,0.0004009343683719635,26.14390617236495,d981f1913f917986a7948a41633ee69ba6b32535c82db2ac8d93538368707e0f,C,False,False
obqa,9-892,C,0.18243980407714844,1.3113021850585938e-06,25.996699929237366,0.0004100147634744644,25.887443916872144,c1c822b92bfeb03a1ef3e14b6eaa4b6f3568254a4a7e4295c1c6759ff42a52c1,C,False,False
obqa,1683,R,0.0,1.3113021850585938e-06,26.30476700142026,0.0003608874976634979,26.159334927797318,6cca0da97c8ba2cc0cbc1fb737567e3f687ea042b0f269bfb56f052cc72f03b9,B,False,False
obqa,11-744,C,0.00026285648345947266,1.3113021850585938e-06,25.883586844429374,0.0003110617399215698,25.775523856282234,e924f3b7dcaeca014dd9468643921486964e366437ba294d8dba1c315ddb96d0,C,False,False
obqa,12-428,R,0.0,1.3113021850585938e-06,25.87895793840289,0.0003711320459842682,25.771587155759335,4dbb703c49082eaff8f8ee573beac0431b6f37ce1bfbe5b31c0730d30e9ebe93,A,False,False
obqa,10-443,C,4.0531158447265625e-05,1.3113021850585938e-06,26.2445081025362,0.0003611203283071518,26.132818078622222,d264e2f3e5f1589fc9a6c42172433abada00de9c01cc5f549375e9cbb5979a4b,B,False,False
obqa,14-676,C,0.18638843297958374,1.3113021850585938e-06,26.112981140613556,0.0004109460860490799,26.006432017311454,fbc83ca81cb7898fb6d6ef821765c4fd1cf53314ac72287090142bc46680891e,A,False,False
obqa,14-129,C,0.0002611875534057617,1.3113021850585938e-06,25.869814911857247,0.0003611203283071518,25.760419899597764,6df42739dd68b56365ddc05f06df4eb3df4153640cfbe966e5773c2be37498a6,C,False,False
obqa,7-321,C,0.0002034306526184082,1.3113021850585938e-06,25.880897184833884,0.0003608874976634979,25.77479789033532,4a8ca98ac140db49fece838af9bf35b92b7e1eef52927aae041470b7910c10ce,C,False,False
