reference,id,key,online_probe_ms,selector_ms,saved_inner_probe_ms,ProbeMax,route,probe_shared
Text,test:3074,mmlu_pro|test:3074|policy_T,68.18135501816869,0.0005010515451431274,67.1414032112807,0.06711608171463013,T,False
Text,test:3502,mmlu_pro|test:3502|policy_T,45.28125189244747,0.00030105002224445343,45.14468600973487,0.0,R,False
Text,test:3459,mmlu_pro|test:3459|policy_T,51.08628002926707,0.0002898741513490677,50.955964950844646,8.940696716308594e-07,R,False
Text,test:2955,mmlu_pro|test:2955|policy_T,43.05127914994955,0.00027101486921310425,42.92754712514579,0.0,R,False
Text,test:3232,mmlu_pro|test:3232|policy_T,43.270420050248504,0.00022095628082752228,43.138372944667935,0.0,R,False
Text,test:3202,mmlu_pro|test:3202|policy_T,34.53865181654692,0.0003210734575986862,34.42346607334912,2.384185791015625e-07,R,False
Text,test:2979,mmlu_pro|test:2979|policy_T,43.49149507470429,0.00029103830456733704,43.36377582512796,0.0,R,False
Text,test:297,mmlu_pro|test:297|policy_T,33.72754203155637,0.0002498272806406021,33.609951147809625,0.004070103168487549,T,False
Text,test:481,mmlu_pro|test:481|policy_T,34.04996590688825,0.00027101486921310425,33.92859804444015,0.21153700351715088,T,False
Text,test:673,mmlu_pro|test:673|policy_T,33.895126078277826,0.00030011869966983795,33.778396900743246,0.33292800188064575,T,False
Text,test:205,mmlu_pro|test:205|policy_T,33.97784009575844,0.00031082890927791595,33.8587979786098,0.00021535158157348633,T,False
Text,test:429,mmlu_pro|test:429|policy_T,43.28164109028876,0.00028102658689022064,43.117242865264416,0.5266059041023254,T,False
Text,test:413,mmlu_pro|test:413|policy_T,33.61763502471149,0.0002898741513490677,33.49151904694736,0.42420244216918945,T,False
Text,test:289,mmlu_pro|test:289|policy_T,44.588973047211766,0.00029103830456733704,44.464509934186935,0.3321601152420044,T,False
Text,test:770,mmlu_pro|test:770|policy_T,34.307609079405665,0.00027008354663848877,34.18443794362247,0.3296963572502136,T,False
Text,test:402,mmlu_pro|test:402|policy_T,52.33605415560305,0.0002598389983177185,52.19554086215794,0.011001288890838623,T,False
Text,test:4181,mmlu_pro|test:4181|policy_T,44.04623480513692,0.00028102658689022064,43.92180196009576,3.993511199951172e-06,R,False
Text,test:3885,mmlu_pro|test:3885|policy_T,50.44751102104783,0.00029103830456733704,50.32384907826781,0.3478459119796753,T,False
Text,test:3996,mmlu_pro|test:3996|policy_T,43.62654802389443,0.00028102658689022064,43.50377805531025,0.07979828119277954,T,False
