dataset,reference,id,group,q,route,policy_correct,reference_correct,policy_answer,reference_answer,policy_valid,reference_valid,policy_ms,reference_ms,latency_diff_policy_minus_reference_ms,net_saving_ms,accuracy_diff,policy_U,reference_U,delta_U,old_policy_ms,old_action_ms,old_probe_selector_ms,old_reference_ms,old_net_saving_ms,online_probe_selector_ms,policy_action_ms,policy_other_ms,reference_action_ms,reference_other_ms,reference_shift_ms,selected_action_shift_ms,online_control_shift_ms,saving_minus_component_ms,policy_historical_parsed_match,reference_historical_parsed_match,policy_historical_raw_match,reference_historical_raw_match,cold_first_request,policy_record_key,reference_record_key
obqa,T,9-782,9-782,0.8,R,1,1,A,A,True,True,3811.6591721773148,1139.384960057214,2672.274212120101,-2672.274212120101,0,0.8489556885725141,0.9548496838335184,-0.10589399526100425,290.39693787558343,246.414073,43.98286487558341,995.727098,705.3301601244166,3184.1671871952713,626.6576908528805,0.8342941291630268,1139.239195967093,0.1457640901207924,143.65786205721395,380.24361785288045,3141.018616448851,-3377.6043722445174,True,True,True,True,True,obqa|9-782|policy_T,obqa|9-782|reference_T
obqa,T,14-290,14-290,0.8,R,0,1,D,A,True,True,227.25079185329378,894.1777038853616,-666.9269120320678,666.9269120320678,-1,-0.009005248849997366,0.9645664920507505,-0.9735717409007478,287.9029700962472,244.139688,43.763282096247195,1118.558758,830.6557879037528,32.57171413861215,194.5638218894601,0.11525582522153854,894.0579600166529,0.11974386870861053,-224.38105411463835,-49.57586611053992,-11.076312132413506,-163.72887587168498,True,True,True,True,False,obqa|14-290|policy_T,obqa|14-290|reference_T
obqa,T,13-823,13-823,0.8,R,1,1,D,D,True,True,226.30128310993314,991.82856711559,-765.5272840056568,765.5272840056568,0,0.9910323772566026,0.9606968891480113,0.03033548810859129,291.6692830519309,245.993748,45.67553505193091,1238.429024,946.7597409480691,32.28995599783957,193.89598001725972,0.11534709483385086,991.7118088342249,0.11675828136503696,-246.60045688441005,-52.097767982740294,-13.270231959257487,-181.23245694241223,True,True,True,True,False,obqa|13-823|policy_T,obqa|13-823|reference_T
obqa,T,12-745,12-745,0.8,R,1,1,D,D,True,True,227.42016008123755,776.5223300084472,-549.1021699272096,549.1021699272096,0,0.990988039608857,0.9692288120878356,0.021759227521021253,290.7805227025466,246.266442,44.51408070254659,973.060621,682.2800982974534,31.900455942377448,195.40249416604638,0.11720997281372547,776.4065640512854,0.11576595716178417,-196.5382909915528,-50.86394783395363,-12.49641478735542,-133.17792837024376,True,True,True,True,False,obqa|12-745|policy_T,obqa|12-745|reference_T
obqa,T,14-245,14-245,0.8,R,1,1,D,D,True,True,230.263618985191,964.282657019794,-734.019038034603,734.019038034603,0,0.9908753620915818,0.9617884487117396,0.029086913379842094,290.14903996266236,245.987717,44.16132296266234,1209.441847,919.2928070373378,35.99213482812047,194.1551361232996,0.11634803377091885,964.1671809367836,0.1154760830104351,-245.15918998020607,-51.832580876700405,-8.05284010077095,-185.27376900273475,True,True,True,True,False,obqa|14-245|policy_T,obqa|14-245|reference_T
obqa,T,12-721,12-721,0.8,R,1,1,A,A,True,True,226.50438407436013,755.9842090122402,-529.47982493788,529.47982493788,0,0.9910243289910216,0.9700426745565817,0.020981654434439948,290.67585608799556,245.693,44.98285608799553,944.11333,653.4374739120044,32.353590009734035,194.03475592844188,0.11603813618421555,755.8660779614002,0.11813105084002018,-188.12912098775985,-51.65824407155813,-12.513227942077279,-123.95764897412437,True,True,True,True,False,obqa|12-721|policy_T,obqa|12-721|reference_T
obqa,T,11-642,11-642,0.8,R,1,1,A,A,True,True,228.89520414173603,579.9531568773091,-351.05795273557305,351.05795273557305,0,0.9909295881565158,0.9770182429005867,0.013911345255929096,287.90624001455177,246.358607,41.54763301455176,722.763438,434.8571979854482,31.982353888452053,196.7968731187284,0.11597713455557823,579.8426698893309,0.11048698797821999,-142.81028112269087,-49.56173388127161,-9.449301991544125,-83.79924524987513,True,True,True,True,False,obqa|11-642|policy_T,obqa|11-642|reference_T
obqa,T,12-577,12-577,0.8,R,1,1,C,C,True,True,258.37969686836004,875.8751999121159,-617.4955030437559,617.4955030437559,0,0.9897612085348043,0.965291763903548,0.02446944463125632,331.821064079293,289.935813,41.88525107929301,1091.473068,759.652003920707,31.88212518580258,226.38079291209579,0.1167787704616785,875.7616179063916,0.11358200572431087,-215.59786808788408,-63.55502008790421,-9.886347123028756,-142.1565008769511,True,True,True,True,False,obqa|12-577|policy_T,obqa|12-577|reference_T
obqa,T,14-1215,14-1215,0.8,T,1,1,A,A,True,True,844.1304618027061,810.5375019367784,33.592959865927696,-33.592959865927696,0,0.9665497100872418,0.9678808956058205,-0.001331185518578726,1063.8094962825921,1019.654785,44.154711282592174,1019.654785,-44.15471128259219,32.5540138874203,811.4635071251541,0.11294079013168812,810.4184390977025,0.11906283907592297,-209.11728306322152,-208.1912778748458,-11.48775660504019,10.561751416664492,True,True,True,True,False,obqa|14-1215|policy_T,obqa|14-1215|reference_T
obqa,T,12-488,12-488,0.8,R,1,1,C,C,True,True,225.94440588727593,673.7179460469633,-447.7735401596874,447.7735401596874,0,0.9910465192015997,0.9733026331420721,0.01774388605952763,289.30705521946453,247.214112,42.09294321946454,827.128418,537.8213627805355,31.768423039466143,194.0592739265412,0.11670892126858234,673.6009470187128,0.11699902825057507,-153.41047195303668,-53.15483807345879,-10.207811258729812,-90.04782262084814,True,True,True,True,False,obqa|12-488|policy_T,obqa|12-488|reference_T
