task,id,panel_ordinal,route,q,threshold,fixed_C2C_ms,policy_ms,saving_ms,gold,fixed_C2C_answer,policy_answer,fixed_C2C_correct,policy_correct,accuracy_difference,fixed_C2C_invalid,policy_invalid,online_probe_ms,selector_ms,probe_selector_ms,first_formal_request_pair,fixed_record_key,policy_record_key
obqa,9-782,0,C,0.55,1.3113021850585938e-06,708.4853530395776,328.297640895471,380.1877121441066,A,A,A,1,1,0,False,False,59.95372403413057,0.0007620546966791153,59.95448608882725,True,obqa|9-782|fixed_C,obqa|9-782|policy_C
obqa,14-290,1,R,0.55,1.3113021850585938e-06,337.3462699819356,202.01057591475546,135.33569406718016,A,A,A,1,1,0,False,False,26.31624205969274,0.0004309695214033127,26.316673029214144,False,obqa|14-290|fixed_C,obqa|14-290|policy_C
obqa,13-823,2,C,0.55,1.3113021850585938e-06,268.17925786599517,289.0671750064939,-20.887917140498757,D,D,D,1,1,0,False,False,26.085688965395093,0.00043120235204696655,26.08612016774714,False,obqa|13-823|fixed_C,obqa|13-823|policy_C
obqa,12-745,3,C,0.55,1.3113021850585938e-06,263.81882512941957,323.3210837934166,-59.502258663997054,D,A,A,0,0,0,False,False,26.490207063034177,0.00046100467443466187,26.49066806770861,False,obqa|12-745|fixed_C,obqa|12-745|policy_C
obqa,14-245,4,C,0.55,1.3113021850585938e-06,262.92604207992554,288.08977408334613,-25.16373200342059,D,D,D,1,1,0,False,False,26.232965057715774,0.00046100467443466187,26.23342606239021,False,obqa|14-245|fixed_C,obqa|14-245|policy_C
obqa,12-721,5,C,0.55,1.3113021850585938e-06,261.9854889344424,288.4867980610579,-26.501309126615524,A,A,A,1,1,0,False,False,25.971144903451204,0.00040116719901561737,25.97154607065022,False,obqa|12-721|fixed_C,obqa|12-721|policy_C
obqa,11-642,6,C,0.55,1.3113021850585938e-06,263.8928440865129,289.7030571475625,-25.81021306104958,A,A,A,1,1,0,False,False,26.34486509487033,0.0003809109330177307,26.345246005803347,False,obqa|11-642|fixed_C,obqa|11-642|policy_C
obqa,12-577,7,C,0.55,1.3113021850585938e-06,336.99268684722483,363.2068280130625,-26.214141165837646,C,INVALID,INVALID,0,0,0,True,True,26.43021591939032,0.0004100147634744644,26.430625934153795,False,obqa|12-577|fixed_C,obqa|12-577|policy_C
obqa,14-1215,8,R,0.55,1.3113021850585938e-06,310.50085718743503,199.82721307314932,110.67364411428571,A,A,A,1,1,0,False,False,25.933474069461226,0.00046100467443466187,25.93393507413566,False,obqa|14-1215|fixed_C,obqa|14-1215|policy_C
obqa,12-488,9,R,0.55,1.3113021850585938e-06,264.5396660082042,201.80285489186645,62.736811116337776,C,C,C,1,1,0,False,False,26.372004998847842,0.0003310851752758026,26.372336084023118,False,obqa|12-488|fixed_C,obqa|12-488|policy_C
obqa,9-892,10,C,0.55,1.3113021850585938e-06,310.50518504343927,336.2170639447868,-25.711878901347518,C,B,B,0,0,0,False,False,26.050874032080173,0.00037997961044311523,26.051254011690617,False,obqa|9-892|fixed_C,obqa|9-892|policy_C
obqa,1683,11,R,0.55,1.3113021850585938e-06,360.1449290290475,175.59706093743443,184.54786809161305,B,B,B,1,1,0,False,False,26.210663840174675,0.00042119063436985016,26.211085030809045,False,obqa|1683|fixed_C,obqa|1683|policy_C
obqa,11-744,12,C,0.55,1.3113021850585938e-06,335.38401196710765,362.1191692072898,-26.73515724018216,C,C,C,1,1,0,False,False,25.92989685945213,0.0003611203283071518,25.930257979780436,False,obqa|11-744|fixed_C,obqa|11-744|policy_C
obqa,12-428,13,R,0.55,1.3113021850585938e-06,262.10524421185255,76.94618101231754,185.159063199535,B,A,A,0,0,0,False,False,25.891655823215842,0.0003702007234096527,25.892026023939252,False,obqa|12-428|fixed_C,obqa|12-428|policy_C
obqa,10-443,14,C,0.55,1.3113021850585938e-06,286.0421761870384,311.6683040279895,-25.626127840951085,A,B,B,0,0,0,False,False,26.007333071902394,0.00037997961044311523,26.007713051512837,False,obqa|10-443|fixed_C,obqa|10-443|policy_C
obqa,14-676,15,C,0.55,1.3113021850585938e-06,261.8606761097908,287.44220989756286,-25.58153378777206,B,A,A,0,0,0,False,False,26.067274855449796,0.0004109460860490799,26.067685801535845,False,obqa|14-676|fixed_C,obqa|14-676|policy_C
obqa,14-129,16,C,0.55,1.3113021850585938e-06,335.87709604762495,361.65259405970573,-25.77549801208079,D,C,C,0,0,0,False,False,26.013003895059228,0.0004200264811515808,26.01342392154038,False,obqa|14-129|fixed_C,obqa|14-129|policy_C
obqa,7-321,17,C,0.55,1.3113021850585938e-06,261.98807498440146,288.37371594272554,-26.385640958324075,C,C,C,1,1,0,False,False,26.04400203563273,0.00035995617508888245,26.04436199180782,False,obqa|7-321|fixed_C,obqa|7-321|policy_C
obqa,13-462,18,C,0.55,1.3113021850585938e-06,262.79645902104676,288.31539605744183,-25.518937036395073,D,D,D,1,1,0,False,False,26.043371064588428,0.0004309695214033127,26.04380203410983,False,obqa|13-462|fixed_C,obqa|13-462|policy_C
obqa,7-455,19,R,0.55,1.3113021850585938e-06,342.44975401088595,278.9328219369054,63.51693207398057,A,A,A,1,1,0,False,False,105.23962904699147,0.0005210749804973602,105.24015012197196,False,obqa|7-455|fixed_C,obqa|7-455|policy_C
obqa,10-677,20,C,0.55,1.3113021850585938e-06,361.3361318130046,386.8965159635991,-25.560384150594473,B,A,A,0,0,0,False,False,26.270024944096804,0.0003809109330177307,26.27040585502982,False,obqa|10-677|fixed_C,obqa|10-677|policy_C
obqa,13-944,21,C,0.55,1.3113021850585938e-06,310.6538529973477,336.9271841365844,-26.27333113923669,C,A,A,0,0,0,False,False,25.89760604314506,0.0003608874976634979,25.897966930642724,False,obqa|13-944|fixed_C,obqa|13-944|policy_C
obqa,14-1171,22,C,0.55,1.3113021850585938e-06,310.7735179364681,340.37656895816326,-29.603051021695137,C,A,A,0,0,0,False,False,26.28235798329115,0.0003811437636613846,26.28273912705481,False,obqa|14-1171|fixed_C,obqa|14-1171|policy_C
obqa,10-973,23,R,0.55,1.3113021850585938e-06,263.3173961658031,201.77882094867527,61.5385752171278,C,C,C,1,1,0,False,False,26.442948961630464,0.00047101639211177826,26.443419978022575,False,obqa|10-973|fixed_C,obqa|10-973|policy_C
obqa,14-109,24,C,0.55,1.3113021850585938e-06,264.47899197228253,289.2555580474436,-24.7765660751611,C,A,A,0,0,0,False,False,26.249516056850553,0.00045099295675754547,26.24996704980731,False,obqa|14-109|fixed_C,obqa|14-109|policy_C
