task,id,route,ProbeMax,threshold,outer_online_probe_ms,selector_ms,saved_native_probe_inner_ms,probe_ids_sha256,argmax_probe_label,probe_argmax_used_as_R_answer,cache_reused
obqa,9-782,C,7.62939453125e-06,1.3113021850585938e-06,59.95372403413057,0.0007620546966791153,59.12404996342957,336fc2777d1ad2ca9e7fa8f92c2c3f134009587a23fc74aac49ff934ce55fc57,A,False,False
obqa,14-290,R,2.384185791015625e-07,1.3113021850585938e-06,26.31624205969274,0.0004309695214033127,26.205785106867552,14bae40cee70e144cb58af70b3691d0fbadb66f37da33bc3dd115651cdd103a1,A,False,False
obqa,13-823,C,0.029356718063354492,1.3113021850585938e-06,26.085688965395093,0.00043120235204696655,25.970112066715956,d68675312044e7ea0ab2a0745e520c6b2d500c93cc7abe34bbedd226093ca7dd,A,False,False
obqa,12-745,C,0.3775407075881958,1.3113021850585938e-06,26.490207063034177,0.00046100467443466187,26.377958012744784,237867ad71f87d8638ee2efc5a187e3f876b38a03ce7d462eac08e07cf685492,A,False,False
obqa,14-245,C,0.0019267797470092773,1.3113021850585938e-06,26.232965057715774,0.00046100467443466187,26.1027910746634,d922b51e033348cb8f3c64f778f08d49957c5b11c814a4bf3c125a0b804d8a4e,D,False,False
obqa,12-721,C,0.00043088197708129883,1.3113021850585938e-06,25.971144903451204,0.00040116719901561737,25.866438169032335,904a803ce2fd71ea4712092ed07333e581632ba44fde613704ae5eaebf3df9ca,A,False,False
obqa,11-642,C,0.16483378410339355,1.3113021850585938e-06,26.34486509487033,0.0003809109330177307,26.230691000819206,70778a62cd79ed0fa6d404ece22366253637f9af83ec942cde54a1b89f8af9eb,A,False,False
obqa,12-577,C,0.32094210386276245,1.3113021850585938e-06,26.43021591939032,0.0004100147634744644,26.318375952541828,94f171054877648550c5bd6523ff0fbbe66c5a04b0b346da3c21c1aa1e496986,D,False,False
obqa,14-1215,R,0.0,1.3113021850585938e-06,25.933474069461226,0.00046100467443466187,25.824249954894185,f50af63f7ab90297f517538bad4ea33742389514dbbfe536339d087009af1e08,A,False,False
obqa,12-488,R,0.0,1.3113021850585938e-06,26.372004998847842,0.0003310851752758026,26.2622800655663,d981f1913f917986a7948a41633ee69ba6b32535c82db2ac8d93538368707e0f,C,False,False
obqa,9-892,C,0.18243980407714844,1.3113021850585938e-06,26.050874032080173,0.00037997961044311523,25.942400097846985,c1c822b92bfeb03a1ef3e14b6eaa4b6f3568254a4a7e4295c1c6759ff42a52c1,C,False,False
obqa,1683,R,0.0,1.3113021850585938e-06,26.210663840174675,0.00042119063436985016,26.102630887180567,6cca0da97c8ba2cc0cbc1fb737567e3f687ea042b0f269bfb56f052cc72f03b9,B,False,False
obqa,11-744,C,0.00026285648345947266,1.3113021850585938e-06,25.92989685945213,0.0003611203283071518,25.819189846515656,e924f3b7dcaeca014dd9468643921486964e366437ba294d8dba1c315ddb96d0,C,False,False
obqa,12-428,R,0.0,1.3113021850585938e-06,25.891655823215842,0.0003702007234096527,25.78363288193941,4dbb703c49082eaff8f8ee573beac0431b6f37ce1bfbe5b31c0730d30e9ebe93,A,False,False
obqa,10-443,C,4.0531158447265625e-05,1.3113021850585938e-06,26.007333071902394,0.00037997961044311523,25.900312000885606,d264e2f3e5f1589fc9a6c42172433abada00de9c01cc5f549375e9cbb5979a4b,B,False,False
