reference,resample,mean_saving_ms,seed,N
C2C,0,36.406577130764106,0,2641
C2C,1,27.24458258791232,0,2641
C2C,2,34.428178407858375,0,2641
C2C,3,23.509877937139194,0,2641
C2C,4,30.944290649509412,0,2641
C2C,5,24.191237915868335,0,2641
C2C,6,20.348696423342204,0,2641
C2C,7,26.40169132643706,0,2641
C2C,8,25.807657783614054,0,2641
C2C,9,26.737766231585468,0,2641
C2C,10,20.239066570610746,0,2641
C2C,11,23.22057880902369,0,2641
C2C,12,19.193744008705817,0,2641
C2C,13,20.59151918749159,0,2641
C2C,14,16.243449347268257,0,2641
C2C,15,18.91558017702128,0,2641
C2C,16,22.273307208367473,0,2641
C2C,17,24.89961568088599,0,2641
C2C,18,25.222612512142767,0,2641
C2C,19,24.329632090013906,0,2641
C2C,20,34.06560080925892,0,2641
C2C,21,29.852472887410077,0,2641
C2C,22,31.935350449377758,0,2641
C2C,23,21.72107331826613,0,2641
C2C,24,22.72550905039072,0,2641
C2C,25,23.028689381911214,0,2641
C2C,26,22.849949074435496,0,2641
C2C,27,18.29953278309642,0,2641
C2C,28,15.038131687157872,0,2641
C2C,29,17.45344613689685,0,2641
C2C,30,18.315617410021396,0,2641
C2C,31,21.29218251704824,0,2641
C2C,32,18.93369389929065,0,2641
C2C,33,21.88933087315901,0,2641
C2C,34,25.006476115376824,0,2641
C2C,35,15.34442254937219,0,2641
C2C,36,28.038449583718656,0,2641
C2C,37,24.369166541954982,0,2641
C2C,38,20.267952347367533,0,2641
C2C,39,18.24666917238022,0,2641
C2C,40,22.987443910025142,0,2641
C2C,41,25.728947698157697,0,2641
C2C,42,19.18016038851799,0,2641
C2C,43,33.067897550942604,0,2641
C2C,44,23.168858273520105,0,2641
C2C,45,21.944030118289458,0,2641
C2C,46,25.042991003450762,0,2641
C2C,47,21.330930642204958,0,2641
C2C,48,15.263161999048275,0,2641
C2C,49,23.32440064911438,0,2641
C2C,50,25.488429406732926,0,2641
C2C,51,17.250694126625636,0,2641
C2C,52,19.54359128466987,0,2641
C2C,53,22.78400896247039,0,2641
C2C,54,22.355557893175774,0,2641
C2C,55,22.811410520220473,0,2641
C2C,56,17.19050256485865,0,2641
C2C,57,23.05551055303589,0,2641
C2C,58,19.143815013450958,0,2641
C2C,59,10.65980444435878,0,2641
C2C,60,22.137965638793876,0,2641
C2C,61,16.150416216064727,0,2641
C2C,62,20.551161480336162,0,2641
C2C,63,24.02871290417702,0,2641
C2C,64,24.91094720651618,0,2641
C2C,65,26.67255997143803,0,2641
C2C,66,27.008902677273134,0,2641
C2C,67,16.81835520478295,0,2641
C2C,68,28.749973589268084,0,2641
C2C,69,24.803122213383272,0,2641
C2C,70,29.075456416914616,0,2641
C2C,71,21.435296970244323,0,2641
C2C,72,23.61339915892732,0,2641
C2C,73,27.2837540574089,0,2641
C2C,74,19.525680264926365,0,2641
C2C,75,30.055109373216588,0,2641
C2C,76,17.765573037517445,0,2641
C2C,77,18.329922967992047,0,2641
C2C,78,25.721413359095,0,2641
C2C,79,19.205585654771372,0,2641
C2C,80,26.640679948127115,0,2641
C2C,81,24.465187859900624,0,2641
